order_id,customer_id,restaurant_id,order_timestamp,order_amount,discount_amount,delivery_fee,payment_mode,order_status
O018124,C00762,R0152,12/5/2025,849.47,0,50,Cash,Cancelled
O018125,C02215,R0015,5/16/2024,460.74,46.07,35,UPI,Delivered
O018126,C03174,R0061,1/14/2026,1315.99,131.6,40,UPI,Delivered
O018127,C00098,R0087,1/27/2025,1236.7,0,20,Cash,Delivered
O018128,C04230,R0106,9/15/2025,412.1,41.21,22,UPI,Cancelled
O018129,C00279,R0024,9/16/2024,398.77,0,47,Cash,Delivered
O018130,C03426,R0128,11/20/2025,1076.81,107.68,52,Cash,Delivered
O018131,C03502,R0112,5/30/2025,1492.44,0,58,UPI,Delivered
O018132,C02178,R0054,7/28/2025,1369.35,136.94,41,Cash,Cancelled
O018133,C01327,R0093,3/28/2024,385.95,0,46,UPI,Delivered
O018134,C02537,R0100,1/15/2024,361.13,36.11,38,UPI,Refunded
O018135,C01986,R0133,9/28/2025,531.49,0,24,Card,Delivered
O018136,C02424,R0138,10/3/2025,430.7,0,36,Cash,Cancelled
O018137,C00100,R0144,2/26/2026,1240.28,124.03,55,Card,Cancelled
O018138,C01861,R0112,12/30/2024,1022.96,102.3,49,Cash,Refunded
O018139,C00142,R0016,8/24/2025,419.37,0,35,UPI,Delivered
O018140,C03224,R0180,4/8/2025,362.57,0,26,UPI,Delivered
O018141,C03572,R0034,2/19/2025,331.79,33.18,33,Card,Delivered
O018142,C01682,R0114,7/11/2025,793.72,0,54,Cash,Delivered
O018143,C02176,R0177,7/11/2024,408.03,40.8,28,UPI,Delivered
O018144,C04638,R0145,8/5/2024,1242.96,0,49,UPI,Delivered
O018145,C02044,R0008,1/5/2024,1110.66,0,48,UPI,Refunded
O018146,C04053,R0164,11/26/2025,1075.4,0,51,UPI,Cancelled
O018147,C03613,R0001,2/2/2026,542.65,0,38,UPI,Delivered
O018148,C00415,R0117,4/4/2024,901.64,0,39,Card,Delivered
O018149,C02687,R0119,4/25/2024,1414.9,0,60,UPI,Delivered
O018150,C04313,R0177,11/7/2025,918.63,91.86,59,Card,Refunded
O018151,C03782,R0053,5/19/2025,355.52,0,28,UPI,Cancelled
O018152,C02237,R0040,2/13/2025,277.57,27.76,46,UPI,Delivered
O018153,C02213,R0125,3/31/2025,361.65,0,21,UPI,Delivered
O018154,C01096,R0170,3/12/2025,1061.39,0,46,UPI,Cancelled
O018155,C03957,R0047,1/1/2024,1312.65,131.27,42,Cash,Refunded
O018156,C00328,R0175,4/18/2024,644.72,64.47,32,Cash,Delivered
O018157,C01154,R0118,1/24/2024,1375.43,0,45,Card,Delivered
O018158,C02648,R0016,6/7/2024,843.21,0,23,UPI,Refunded
O018159,C03671,R0088,2/1/2026,1481.28,0,52,UPI,Delivered
O018160,C03303,R0021,1/27/2025,781.17,78.12,32,UPI,Delivered
O018161,C04413,R0011,6/10/2025,844.87,0,42,UPI,Delivered
O018162,C00148,R0095,2/6/2024,733.77,0,34,Card,Refunded
O018163,C03462,R0120,6/25/2025,231.04,0,45,UPI,Refunded
O018164,C00494,R0120,10/3/2025,367.06,0,53,Cash,Cancelled
O018165,C01804,R0091,9/25/2024,377.45,37.74,59,Wallet,Delivered
O018166,C04191,R0106,4/2/2026,499.75,0,33,Wallet,Delivered
O018167,C00747,R0173,7/11/2025,315.73,0,21,Cash,Refunded
O018168,C04184,R0045,12/18/2024,1194.67,0,20,UPI,Cancelled
O018169,C03556,R0180,11/22/2024,1382.15,0,30,Cash,Delivered
O018170,C00005,R0001,9/2/2024,1003.92,0,40,Cash,Cancelled
O018171,C02677,R0191,1/16/2024,1540.42,0,43,Card,Refunded
O018172,C03945,R0109,4/2/2026,305.98,30.6,27,UPI,Delivered
O018173,C01970,R0049,9/18/2024,1145.3,114.53,24,Card,Cancelled
O018174,C04308,R0136,3/8/2026,1347.36,134.74,52,UPI,Delivered
O018175,C01608,R0007,8/12/2024,727.69,0,37,UPI,Cancelled
O018176,C02721,R0140,2/24/2026,543.17,54.32,54,UPI,Delivered
O018177,C03798,R0159,11/22/2025,933.08,93.31,41,UPI,Delivered
O018178,C04368,R0036,4/30/2026,367.69,36.77,43,Cash,Refunded
O018179,C01300,R0002,9/6/2024,772.61,77.26,20,UPI,Delivered
O018180,C01528,R0068,7/11/2024,871.37,87.14,43,UPI,Delivered
O018181,C04995,R0104,2/25/2025,980.29,0,39,Cash,Refunded
O018182,C00218,R0061,2/13/2026,1190.07,0,31,Card,Cancelled
O018183,C02064,R0177,4/1/2025,1101.73,110.17,56,UPI,Refunded
O018184,C02581,R0137,5/31/2024,1273.72,127.37,28,Wallet,Cancelled
O018185,C01943,R0038,10/3/2025,1074.91,107.49,40,Cash,Delivered
O018186,C01963,R0191,11/21/2025,1411.64,141.16,35,Wallet,Cancelled
O018187,C03518,R0166,7/31/2025,1174.18,117.42,33,UPI,Delivered
O018188,C04379,R0025,8/20/2024,624.87,62.49,53,Cash,Delivered
O018189,C02914,R0193,2/2/2025,963.78,96.38,49,Card,Delivered
O018190,C04680,R0077,3/31/2025,405.96,0,55,UPI,Cancelled
O018191,C02055,R0120,6/16/2025,1125.97,112.6,31,Card,Delivered
O018192,C02091,R0123,7/12/2025,414.56,41.46,43,Card,Delivered
O018193,C04132,R0017,6/23/2025,768.25,0,40,Cash,Refunded
O018194,C00500,R0118,9/12/2024,1369.42,0,46,UPI,Refunded
O018195,C03068,R0104,6/17/2025,992.29,99.23,39,UPI,Delivered
O018196,C02878,R0041,9/9/2025,780.13,78.01,53,UPI,Cancelled
O018197,C00384,R0146,4/6/2025,669.03,0,33,Card,Delivered
O018198,C04493,R0171,6/28/2025,589.14,0,50,UPI,Delivered
O018199,C00887,R0060,8/25/2024,1454.8,145.48,43,UPI,Refunded
O018200,C03438,R0080,9/5/2024,410.58,41.06,54,Wallet,Delivered
O018201,C00922,R0097,7/3/2025,1049.89,0,20,Cash,Delivered
O018202,C01429,R0178,9/25/2024,297.46,0,50,UPI,Delivered
O018203,C03260,R0016,12/22/2024,670.3,67.03,54,UPI,Delivered
O018204,C01174,R0192,8/23/2025,623.71,0,30,Card,Refunded
O018205,C01211,R0103,4/29/2025,959.68,0,28,Wallet,Delivered
O018206,C01062,R0116,12/3/2024,1019.83,0,23,Card,Delivered
O018207,C01703,R0139,7/18/2025,770.59,77.06,56,Card,Delivered
O018208,C04966,R0148,6/14/2024,1189.23,118.92,36,Cash,Refunded
O018209,C01598,R0143,2/29/2024,1001.42,100.14,58,UPI,Delivered
O018210,C03180,R0147,1/17/2026,324.57,0,30,UPI,Refunded
O018211,C04618,R0004,1/8/2025,981.24,98.12,54,Card,Cancelled
O018212,C01151,R0030,2/28/2024,1068.39,0,49,UPI,Delivered
O018213,C03524,R0070,3/17/2024,1463.5,146.35,46,Wallet,Delivered
O018214,C03826,R0049,2/21/2025,771.78,77.18,37,Card,Refunded
O018215,C02795,R0183,9/29/2024,948.32,0,55,UPI,Delivered
O018216,C00985,R0038,2/7/2024,1326.56,0,45,Cash,Cancelled
O018217,C04973,R0031,3/4/2024,286.9,0,52,UPI,Delivered
O018218,C02872,R0001,10/4/2024,897.29,89.73,26,Card,Delivered
O018219,C04107,R0013,3/2/2025,882.78,88.28,48,UPI,Refunded
O018220,C03352,R0065,8/3/2024,393.64,39.36,51,Cash,Delivered
O018221,C00489,R0130,1/15/2026,1397.88,0,41,Card,Delivered
O018222,C02823,R0142,10/28/2024,758.15,75.81,21,Cash,Delivered
O018223,C00312,R0088,10/3/2024,405.98,40.6,39,UPI,Cancelled
O018224,C00322,R0146,5/29/2025,1108,110.8,21,Cash,Cancelled
O018225,C03483,R0124,11/15/2024,1424.53,0,55,UPI,Cancelled
O018226,C01626,R0192,1/7/2025,1484.8,0,27,UPI,Delivered
O018227,C04357,R0153,3/26/2026,581.09,0,27,Card,Delivered
O018228,C04083,R0087,7/29/2024,965.79,0,41,UPI,Delivered
O018229,C00263,R0199,9/24/2024,1306.97,0,25,Card,Cancelled
O018230,C00605,R0144,4/1/2025,1060.92,0,45,UPI,Delivered
O018231,C03356,R0153,4/4/2025,955.64,0,53,Cash,Delivered
O018232,C04073,R0114,1/17/2025,1102.2,110.22,38,UPI,Cancelled
O018233,C02730,R0090,8/20/2025,1151.1,115.11,32,UPI,Refunded
O018234,C02442,R0159,1/15/2024,1546.18,154.62,28,Wallet,Delivered
O018235,C03085,R0087,2/12/2024,539.72,53.97,37,UPI,Cancelled
O018236,C00257,R0085,3/5/2026,1409.56,0,27,UPI,Cancelled
O018237,C02989,R0105,1/8/2025,381.3,38.13,26,UPI,Delivered
O018238,C03330,R0157,5/27/2024,737.77,73.78,55,Card,Delivered
O018239,C03430,R0146,1/18/2024,1435.19,143.52,32,Cash,Cancelled
O018240,C03667,R0118,4/12/2025,707.67,0,21,Card,Delivered
O018241,C02876,R0166,2/7/2024,693.44,69.34,55,Cash,Delivered
O018242,C04441,R0127,9/26/2024,422.65,0,27,UPI,Delivered
O018243,C04932,R0127,11/6/2024,556.96,0,28,Cash,Refunded
O018244,C01375,R0063,4/29/2025,460.13,46.01,34,Cash,Delivered
O018245,C03725,R0105,7/27/2024,782.42,0,23,Wallet,Refunded
O018246,C03403,R0068,8/14/2025,850.07,0,50,UPI,Cancelled
O018247,C00430,R0078,11/3/2024,1113.33,111.33,29,UPI,Refunded
O018248,C01096,R0107,3/9/2025,357.29,35.73,30,Wallet,Cancelled
O018249,C04694,R0192,12/26/2024,415.87,0,54,Card,Delivered
O018250,C02317,R0120,7/24/2024,1434.61,0,45,UPI,Cancelled
O018251,C04926,R0075,5/11/2025,1072.56,0,45,Wallet,Refunded
O018252,C03773,R0190,7/30/2025,1332.16,0,32,UPI,Cancelled
O018253,C04646,R0118,3/30/2024,475.94,0,44,Cash,Refunded
O018254,C03718,R0077,2/24/2025,404.71,40.47,37,UPI,Delivered
O018255,C04640,R0003,6/4/2024,1096.99,0,24,Card,Delivered
O018256,C01237,R0004,4/6/2026,902.78,90.28,53,Cash,Cancelled
O018257,C04964,R0062,6/29/2024,1074.24,0,23,Card,Cancelled
O018258,C02411,R0016,4/30/2024,575.27,57.53,31,Cash,Delivered
O018259,C01778,R0155,1/29/2025,275.43,27.54,40,UPI,Cancelled
O018260,C02898,R0036,12/8/2025,512.84,51.28,33,UPI,Delivered
O018261,C03510,R0106,6/8/2025,716.96,0,28,Card,Refunded
O018262,C00967,R0149,5/20/2024,1427.93,0,32,UPI,Cancelled
O018263,C02696,R0013,3/27/2026,1115.41,0,60,Cash,Delivered
O018264,C03867,R0079,12/2/2025,384.53,38.45,31,UPI,Cancelled
O018265,C02036,R0139,8/24/2024,833.84,0,30,UPI,Refunded
O018266,C01485,R0161,5/21/2025,964.05,96.41,31,UPI,Cancelled
O018267,C04014,R0091,1/1/2025,892.36,89.24,59,UPI,Cancelled
O018268,C04379,R0054,5/28/2025,1208.58,0,36,Wallet,Cancelled
O018269,C02141,R0131,4/16/2025,1427.18,142.72,23,Wallet,Delivered
O018270,C00503,R0085,2/3/2024,1513.56,0,57,UPI,Delivered
O018271,C04754,R0032,4/18/2026,1015.48,101.55,47,Card,Delivered
O018272,C03248,R0103,10/28/2024,1546.95,154.7,23,UPI,Refunded
O018273,C04545,R0046,12/2/2025,637.48,63.75,21,Card,Delivered
O018274,C02888,R0090,11/6/2025,462.31,0,38,Cash,Refunded
O018275,C02435,R0124,1/2/2026,596.32,0,42,Card,Cancelled
O018276,C00943,R0008,5/22/2024,977.45,0,25,Card,Refunded
O018277,C04436,R0171,2/12/2025,640.25,0,57,UPI,Delivered
O018278,C04706,R0037,12/13/2025,815.95,0,31,UPI,Refunded
O018279,C02188,R0112,12/12/2024,837.77,83.78,21,UPI,Delivered
O018280,C00852,R0003,1/27/2026,966.34,96.63,26,Wallet,Cancelled
O018281,C03187,R0158,3/13/2026,990.77,0,31,Cash,Delivered
O018282,C02992,R0082,10/16/2025,511.64,51.16,53,UPI,Delivered
O018283,C03310,R0084,9/13/2025,1408.16,140.82,36,Cash,Delivered
O018284,C02901,R0164,2/3/2025,441.28,0,46,UPI,Refunded
O018285,C01567,R0012,5/11/2024,414.23,41.42,46,UPI,Delivered
O018286,C03971,R0027,10/6/2025,393.77,0,60,Cash,Cancelled
O018287,C01108,R0077,11/1/2024,343.84,34.38,60,UPI,Delivered
O018288,C03073,R0124,8/30/2025,1406.83,0,45,Cash,Refunded
O018289,C04409,R0190,8/30/2025,1429.33,142.93,59,UPI,Refunded
O018290,C03403,R0103,8/6/2025,1353.44,0,22,Card,Refunded
O018291,C02273,R0045,6/21/2024,1059.74,0,58,Card,Delivered
O018292,C03568,R0044,6/19/2025,908.37,90.84,26,UPI,Cancelled
O018293,C04340,R0178,9/25/2025,1228.75,0,22,UPI,Cancelled
O018294,C04251,R0180,3/13/2026,649.8,64.98,58,Cash,Refunded
O018295,C03519,R0160,3/20/2025,1459.26,0,30,UPI,Cancelled
O018296,C00163,R0026,11/18/2025,680.29,0,22,Wallet,Delivered
O018297,C04857,R0067,12/10/2025,435.55,0,23,Card,Refunded
O018298,C00759,R0050,1/23/2024,1490.41,149.04,40,UPI,Delivered
O018299,C03461,R0191,11/8/2025,695.96,69.6,55,Cash,Delivered
O018300,C02136,R0181,8/22/2024,1469.22,0,53,UPI,Refunded
O018301,C03407,R0150,5/12/2024,557.15,0,33,Card,Delivered
O018302,C02105,R0181,1/26/2026,1421.97,0,31,UPI,Refunded
O018303,C01532,R0169,1/20/2026,1030.03,0,52,Cash,Refunded
O018304,C02749,R0006,2/8/2026,586.54,58.65,38,Wallet,Delivered
O018305,C02961,R0035,7/17/2024,1411.32,0,21,Cash,Cancelled
O018306,C04623,R0150,1/5/2024,1048.56,0,40,UPI,Delivered
O018307,C02246,R0156,2/20/2026,743.47,74.35,56,UPI,Cancelled
O018308,C01411,R0109,5/26/2024,1542.47,154.25,22,Card,Refunded
O018309,C02781,R0066,5/29/2025,995.91,0,32,Wallet,Delivered
O018310,C02018,R0025,2/20/2025,692.23,69.22,29,UPI,Refunded
O018311,C04889,R0067,1/16/2026,580.27,0,56,Wallet,Delivered
O018312,C04152,R0047,4/7/2025,578.99,57.9,33,Wallet,Delivered
O018313,C00214,R0110,3/22/2026,1500.27,0,53,Cash,Refunded
O018314,C01020,R0048,7/28/2025,1093.41,0,42,UPI,Delivered
O018315,C03442,R0064,11/24/2025,360.15,36.02,27,UPI,Cancelled
O018316,C01040,R0180,9/23/2024,352.33,35.23,56,UPI,Delivered
O018317,C04546,R0010,1/15/2026,938.15,0,35,Cash,Delivered
O018318,C01221,R0032,5/16/2025,1233.23,0,60,Wallet,Delivered
O018319,C02120,R0103,12/15/2025,661.55,0,44,UPI,Delivered
O018320,C04406,R0141,10/28/2024,600.16,60.02,38,UPI,Cancelled
O018321,C02374,R0021,9/30/2024,1182.55,0,47,Wallet,Delivered
O018322,C03411,R0045,8/2/2025,492.7,0,39,UPI,Refunded
O018323,C04579,R0117,7/4/2024,1280.44,0,40,Cash,Delivered
O018324,C00423,R0071,2/13/2025,669.72,0,52,UPI,Delivered
O018325,C00330,R0064,8/25/2025,698.02,69.8,23,Cash,Cancelled
O018326,C01285,R0146,4/11/2024,1503.06,0,34,UPI,Cancelled
O018327,C02291,R0193,2/5/2026,734.06,73.41,59,UPI,Delivered
O018328,C02160,R0055,8/11/2025,835.01,0,25,Wallet,Delivered
O018329,C03288,R0099,7/26/2024,285.97,28.6,33,UPI,Cancelled
O018330,C01646,R0189,3/23/2026,1077.41,0,33,UPI,Delivered
O018331,C02743,R0079,1/30/2024,333.1,33.31,40,UPI,Delivered
O018332,C01440,R0173,10/1/2025,993.22,99.32,21,Cash,Delivered
O018333,C01719,R0061,3/9/2025,1563.64,156.36,57,Wallet,Delivered
O018334,C00763,R0078,11/2/2024,1121.22,0,60,Cash,Delivered
O018335,C00415,R0026,6/19/2024,629.05,0,31,Card,Refunded
O018336,C03795,R0166,11/13/2024,870.36,0,49,UPI,Delivered
O018337,C02246,R0077,6/15/2025,1409.64,0,23,UPI,Delivered
O018338,C03643,R0013,4/25/2024,444.34,0,47,UPI,Delivered
O018339,C01259,R0104,4/15/2025,1105.45,110.55,34,Cash,Delivered
O018340,C03844,R0030,7/20/2025,748.79,0,29,UPI,Refunded
O018341,C02922,R0036,8/8/2025,411.85,41.19,38,Cash,Delivered
O018342,C04758,R0172,5/12/2024,1467.43,146.74,48,Card,Refunded
O018343,C01903,R0166,4/4/2024,757.24,0,55,Wallet,Cancelled
O018344,C01702,R0017,4/15/2024,1187.21,0,56,Wallet,Cancelled
O018345,C02132,R0022,11/18/2024,268.61,0,41,UPI,Refunded
O018346,C02977,R0079,3/12/2025,586.58,58.66,42,UPI,Delivered
O018347,C01199,R0164,7/11/2024,436.85,0,36,UPI,Refunded
O018348,C04282,R0056,4/23/2024,498.46,0,27,Cash,Cancelled
O018349,C01602,R0120,8/12/2024,738.9,73.89,47,Card,Delivered
O018350,C02015,R0005,4/21/2025,315.24,31.52,39,UPI,Delivered
O018351,C01813,R0003,11/28/2025,414.11,0,29,UPI,Delivered
O018352,C02910,R0065,7/3/2024,374.9,37.49,58,Wallet,Delivered
O018353,C02450,R0189,6/28/2024,663.88,0,42,UPI,Delivered
O018354,C02356,R0079,9/28/2025,1505.45,150.55,44,Wallet,Cancelled
O018355,C03961,R0133,6/20/2025,1395.68,0,50,UPI,Delivered
O018356,C04611,R0024,7/19/2024,1287.29,0,60,UPI,Cancelled
O018357,C04899,R0200,2/18/2026,321.31,0,45,Card,Cancelled
O018358,C00010,R0015,6/30/2025,1018.96,0,60,Cash,Refunded
O018359,C02930,R0136,11/28/2025,1001.38,100.14,52,UPI,Delivered
O018360,C00540,R0085,6/27/2025,531.7,53.17,57,UPI,Delivered
O018361,C01674,R0105,6/29/2025,1325.62,0,36,UPI,Refunded
O018362,C03344,R0082,2/19/2024,500.83,50.08,24,Card,Cancelled
O018363,C03870,R0114,9/26/2025,855.53,0,36,UPI,Cancelled
O018364,C02362,R0162,2/18/2026,963.88,0,37,Card,Delivered
O018365,C02266,R0073,7/1/2024,1407.34,140.73,53,UPI,Delivered
O018366,C04977,R0140,4/17/2025,993.15,0,33,UPI,Delivered
O018367,C01537,R0066,11/11/2025,1378.94,137.89,55,Card,Delivered
O018368,C03253,R0100,2/22/2026,634.28,0,31,UPI,Cancelled
O018369,C01542,R0065,10/17/2024,1162.39,0,46,UPI,Delivered
O018370,C02700,R0193,9/6/2024,625.44,0,51,UPI,Delivered
O018371,C04121,R0142,9/24/2025,670.57,0,60,Card,Refunded
O018372,C00803,R0199,3/17/2024,304.87,0,25,UPI,Delivered
O018373,C00692,R0040,6/5/2025,318.46,0,25,Cash,Cancelled
O018374,C02666,R0070,8/24/2024,1531.38,0,31,UPI,Refunded
O018375,C03784,R0112,4/7/2024,1381.32,138.13,57,UPI,Refunded
O018376,C00267,R0036,4/17/2026,1362.18,0,50,UPI,Refunded
O018377,C04105,R0024,9/10/2025,1085.85,0,26,Wallet,Delivered
O018378,C03584,R0159,1/19/2024,1350,0,49,Wallet,Delivered
O018379,C01501,R0090,10/23/2024,1273.72,0,29,UPI,Cancelled
O018380,C04210,R0047,8/29/2025,639.73,0,33,Card,Delivered
O018381,C00493,R0142,4/27/2026,1126.2,0,22,Card,Delivered
O018382,C02065,R0116,3/4/2026,579.19,0,57,UPI,Delivered
O018383,C03142,R0020,7/8/2025,998.16,99.82,20,Cash,Cancelled
O018384,C04731,R0096,3/7/2024,1409.79,140.98,47,Cash,Delivered
O018385,C03190,R0200,1/9/2024,1155.48,115.55,60,Wallet,Delivered
O018386,C03433,R0018,10/20/2024,292.13,29.21,30,UPI,Delivered
O018387,C00293,R0122,4/16/2025,1411.02,0,60,UPI,Refunded
O018388,C02222,R0108,11/23/2025,1296.47,129.65,56,Wallet,Delivered
O018389,C02633,R0072,4/12/2026,1537.77,0,40,UPI,Delivered
O018390,C02612,R0049,6/12/2025,1494.75,0,58,UPI,Delivered
O018391,C02150,R0188,2/10/2026,621.41,62.14,30,UPI,Delivered
O018392,C03343,R0010,5/23/2025,503.01,50.3,40,Wallet,Refunded
O018393,C01975,R0047,7/26/2025,564.26,0,58,UPI,Cancelled
O018394,C02780,R0130,12/23/2025,508.04,0,33,UPI,Refunded
O018395,C01843,R0087,1/30/2026,865.75,0,33,UPI,Delivered
O018396,C00179,R0166,12/23/2025,1069.27,0,54,Wallet,Cancelled
O018397,C03312,R0083,7/10/2024,907.38,90.74,58,UPI,Delivered
O018398,C01245,R0035,3/18/2026,527,52.7,40,Cash,Refunded
O018399,C01310,R0060,8/14/2024,875.95,87.6,51,Cash,Delivered
O018400,C00320,R0171,4/12/2026,1096.42,0,26,UPI,Cancelled
O018401,C00485,R0012,12/18/2024,1284.17,0,35,UPI,Cancelled
O018402,C01314,R0125,5/30/2025,1378.49,0,22,UPI,Delivered
O018403,C01263,R0094,1/13/2024,1134.39,113.44,58,UPI,Delivered
O018404,C03216,R0198,3/29/2024,1159.13,0,45,Wallet,Cancelled
O018405,C01272,R0040,5/16/2024,980.58,98.06,39,UPI,Delivered
O018406,C03254,R0190,3/24/2024,1123.06,0,28,Card,Refunded
O018407,C02723,R0086,2/16/2025,970.31,0,56,Cash,Refunded
O018408,C04556,R0065,10/13/2024,340.59,0,58,Cash,Refunded
O018409,C00147,R0057,10/14/2025,378.44,0,60,UPI,Refunded
O018410,C03743,R0174,8/10/2025,245.8,0,22,Cash,Cancelled
O018411,C01423,R0028,10/9/2024,957.06,95.71,41,UPI,Cancelled
O018412,C04761,R0186,1/9/2026,1253.6,125.36,22,UPI,Refunded
O018413,C03401,R0098,3/22/2024,895.73,0,27,Cash,Delivered
O018414,C00676,R0050,1/22/2024,777.04,0,55,Wallet,Refunded
O018415,C03748,R0039,1/3/2025,1219.94,0,22,UPI,Cancelled
O018416,C00038,R0197,1/21/2025,407.26,0,48,UPI,Delivered
O018417,C01589,R0067,4/1/2025,908.12,0,25,UPI,Delivered
O018418,C00654,R0023,4/6/2025,1037.49,103.75,41,UPI,Delivered
O018419,C04390,R0009,6/23/2024,768.95,0,47,Card,Delivered
O018420,C01939,R0070,1/29/2024,1501.9,0,36,Card,Delivered
O018421,C01806,R0164,5/30/2024,390.42,0,53,UPI,Delivered
O018422,C04225,R0044,1/28/2024,509.57,0,41,Card,Refunded
O018423,C03883,R0079,3/26/2026,541.22,0,54,UPI,Delivered
O018424,C00756,R0135,5/16/2024,1464.54,146.45,59,UPI,Cancelled
O018425,C04271,R0016,5/11/2024,277,27.7,31,Cash,Cancelled
O018426,C03615,R0132,9/28/2024,719.21,0,57,UPI,Delivered
O018427,C02510,R0009,10/23/2024,704.6,0,60,UPI,Delivered
O018428,C00801,R0015,2/11/2024,279.8,0,36,UPI,Delivered
O018429,C00843,R0153,4/16/2026,1066.86,0,58,Cash,Cancelled
O018430,C04930,R0052,8/28/2025,318.87,0,28,UPI,Delivered
O018431,C03157,R0023,7/4/2025,578.16,0,48,UPI,Delivered
O018432,C03189,R0050,11/20/2024,641.73,0,22,UPI,Cancelled
O018433,C02810,R0097,7/6/2024,780.85,78.09,58,Cash,Cancelled
O018434,C02692,R0121,6/16/2025,1371.27,0,59,Card,Delivered
O018435,C02267,R0103,3/29/2026,1189.78,0,42,Card,Cancelled
O018436,C04861,R0051,7/4/2025,1017.61,0,36,UPI,Delivered
O018437,C00063,R0138,4/8/2025,930.99,0,43,Wallet,Refunded
O018438,C03894,R0025,2/13/2025,878.41,0,42,UPI,Delivered
O018439,C00664,R0090,6/2/2025,1029.83,0,49,UPI,Refunded
O018440,C01707,R0068,1/3/2024,474.91,0,48,UPI,Delivered
O018441,C03762,R0107,1/7/2025,1027.49,102.75,37,Card,Delivered
O018442,C01827,R0157,10/16/2024,1045.31,0,22,UPI,Delivered
O018443,C01086,R0048,7/13/2024,1421.65,142.17,32,UPI,Delivered
O018444,C01290,R0036,10/23/2025,1500.5,0,32,Cash,Delivered
O018445,C00845,R0035,3/1/2024,1524.7,0,41,UPI,Delivered
O018446,C02934,R0087,2/21/2025,784.65,0,29,UPI,Delivered
O018447,C04452,R0093,2/10/2024,1240.55,0,38,UPI,Delivered
O018448,C01231,R0064,11/6/2025,600.69,0,39,Cash,Delivered
O018449,C00564,R0174,9/6/2024,1518.26,0,39,Wallet,Cancelled
O018450,C04033,R0116,4/4/2025,347.13,0,35,UPI,Refunded
O018451,C01952,R0016,1/17/2024,1223.01,122.3,29,Wallet,Refunded
O018452,C03835,R0076,9/29/2025,1356.73,0,26,Cash,Delivered
O018453,C03682,R0155,7/7/2025,1347.84,134.78,34,UPI,Delivered
O018454,C04409,R0096,3/21/2026,987.9,98.79,39,UPI,Delivered
O018455,C02481,R0171,12/4/2025,519.57,0,20,UPI,Delivered
O018456,C01856,R0163,7/16/2025,1449.92,0,45,UPI,Delivered
O018457,C00665,R0109,4/11/2024,540.32,0,23,Card,Refunded
O018458,C02013,R0192,10/24/2024,474.87,47.49,44,UPI,Cancelled
O018459,C01295,R0059,1/12/2026,666.13,0,27,UPI,Delivered
O018460,C00627,R0182,10/27/2024,276.07,0,41,UPI,Cancelled
O018461,C02921,R0062,9/17/2024,723.12,72.31,30,Wallet,Delivered
O018462,C04517,R0166,5/15/2024,1265.51,0,26,UPI,Refunded
O018463,C01394,R0125,1/15/2026,1135.03,113.5,27,Wallet,Delivered
O018464,C02797,R0019,9/25/2024,723.7,72.37,42,UPI,Delivered
O018465,C02836,R0070,8/29/2025,768,0,41,UPI,Delivered
O018466,C00743,R0050,8/10/2024,1338.72,0,20,Cash,Cancelled
O018467,C02411,R0165,3/2/2024,1018.87,101.89,41,Cash,Delivered
O018468,C01767,R0049,12/4/2025,1037.64,103.76,45,Wallet,Refunded
O018469,C04953,R0091,9/29/2025,1336.97,0,29,UPI,Cancelled
O018470,C03271,R0074,2/21/2026,1460.62,0,30,Wallet,Refunded
O018471,C03730,R0199,5/17/2025,713.22,0,41,Cash,Delivered
O018472,C01600,R0096,11/14/2025,458.06,45.81,25,UPI,Delivered
O018473,C04220,R0138,8/25/2025,699.71,0,47,UPI,Delivered
O018474,C01248,R0068,6/24/2024,395.45,39.55,24,Card,Refunded
O018475,C04588,R0180,3/24/2025,1534.19,0,24,Card,Delivered
O018476,C04652,R0009,7/3/2025,845.08,84.51,36,UPI,Delivered
O018477,C02867,R0107,8/20/2024,1147.58,0,57,Wallet,Refunded
O018478,C03464,R0032,1/22/2025,1238.82,123.88,49,UPI,Delivered
O018479,C00297,R0126,10/8/2024,388.69,38.87,32,Card,Delivered
O018480,C00601,R0096,5/4/2025,1507.55,0,48,UPI,Delivered
O018481,C03687,R0121,6/27/2024,1149.96,115,40,UPI,Delivered
O018482,C04295,R0027,11/22/2025,918.27,0,22,UPI,Delivered
O018483,C01850,R0131,6/23/2025,758.49,75.85,54,Wallet,Delivered
O018484,C02913,R0017,12/14/2024,1218.96,0,25,Cash,Refunded
O018485,C02608,R0009,4/8/2024,1513.87,0,35,UPI,Delivered
O018486,C04602,R0011,10/10/2025,1104.87,0,47,Cash,Cancelled
O018487,C03069,R0056,6/2/2025,404.69,0,54,Wallet,Refunded
O018488,C01423,R0036,6/16/2024,1554.94,155.49,40,Wallet,Delivered
O018489,C01825,R0106,3/29/2024,604.24,0,41,UPI,Delivered
O018490,C02180,R0180,9/10/2024,391.23,0,30,Cash,Delivered
O018491,C01067,R0013,2/26/2024,533.95,0,28,UPI,Delivered
O018492,C04172,R0006,12/4/2024,1268.57,0,52,UPI,Delivered
O018493,C04344,R0165,1/27/2025,685.14,68.51,43,Cash,Cancelled
O018494,C01040,R0094,3/14/2024,385.73,38.57,34,UPI,Cancelled
O018495,C00016,R0135,2/11/2026,845.64,0,24,Card,Cancelled
